TIME,X,Y,Z,ACTION
162,-5.83,0,0,WALKING
284,-4.6,-24.17,10.11,WALKING
357,-4.6,103.13,16.55,WALKING
429,-4.6,103.13,16.55,WALKING
502,-4.6,103.13,16.55,WALKING
575,-4.6,103.13,16.55,WALKING
647,-4.6,103.13,16.55,WALKING
720,-4.6,103.13,16.55,WALKING
793,-4.6,103.13,16.55,WALKING
866,-4.6,103.13,16.55,WALKING
938,-4.6,103.13,16.55,WALKING
1011,-4.6,103.13,16.55,WALKING
1084,-4.6,103.13,16.55,WALKING
1156,-4.6,103.13,16.55,WALKING
1229,-4.6,103.13,16.55,WALKING
1302,-4.6,103.13,16.55,WALKING
1374,-4.6,103.13,16.55,WALKING
1447,-4.6,103.13,16.55,WALKING
1520,-4.6,103.13,16.55,WALKING
1593,-4.6,103.13,16.55,WALKING
1665,-4.6,103.13,16.55,WALKING
1738,-4.6,103.13,16.55,WALKING
1811,-4.6,103.13,16.55,WALKING
1883,-4.6,103.13,16.55,WALKING
1956,-4.6,103.13,16.55,WALKING
2029,-4.6,103.13,16.55,WALKING
2102,-4.6,103.13,16.55,WALKING
2174,-4.6,103.13,16.55,WALKING
2247,-4.6,103.13,16.55,WALKING
2320,-4.6,103.13,16.55,WALKING
2392,-4.6,103.13,16.55,WALKING
2465,-4.6,103.13,16.55,WALKING
2538,-4.6,103.13,16.55,WALKING
2611,-4.6,103.13,16.55,WALKING
2683,-4.6,103.13,16.55,WALKING
2756,-4.6,103.13,16.55,WALKING
2829,-4.6,103.13,16.55,WALKING
2901,-4.6,103.13,16.55,WALKING
2974,-4.6,103.13,16.55,WALKING
3047,-4.6,103.13,16.55,WALKING
3119,-4.6,103.13,16.55,WALKING
3192,-4.6,103.13,16.55,WALKING
3265,-4.6,103.13,16.55,WALKING
3338,-4.6,103.13,16.55,WALKING
3410,-4.6,103.13,16.55,WALKING
3483,-4.6,103.13,16.55,WALKING
3556,-4.6,103.13,16.55,WALKING
3628,-4.6,103.13,16.55,WALKING
3701,-4.6,103.13,16.55,WALKING
3774,-4.6,103.13,16.55,WALKING
3847,-4.6,103.13,16.55,WALKING
3919,-4.6,103.13,16.55,WALKING
3992,-4.6,103.13,16.55,WALKING
4065,-4.6,103.13,16.55,WALKING
4137,-4.6,103.13,16.55,WALKING
4210,-4.6,103.13,16.55,WALKING
4283,-4.6,103.13,16.55,WALKING
4356,-4.6,103.13,16.55,WALKING
4428,-4.6,103.13,16.55,WALKING
4501,-4.6,103.13,16.55,WALKING
4574,-4.6,103.13,16.55,WALKING
4646,-4.6,103.13,16.55,WALKING
4719,-4.6,103.13,16.55,WALKING
4792,-4.6,103.13,16.55,WALKING
4865,-4.6,103.13,16.55,WALKING
4937,-4.6,103.13,16.55,WALKING
5010,-4.6,103.13,16.55,WALKING
5083,-4.6,103.13,16.55,WALKING
5155,-4.6,103.13,16.55,WALKING
5228,-4.6,103.13,16.55,WALKING
5301,-4.6,103.13,16.55,WALKING
5373,-4.6,103.13,16.55,WALKING
5446,-4.6,103.13,16.55,WALKING
5519,-4.6,103.13,16.55,WALKING
5592,-4.6,103.13,16.55,WALKING
5664,-4.6,103.13,16.55,WALKING
5737,-4.6,103.13,16.55,WALKING
5810,-4.6,103.13,16.55,WALKING
5882,-4.6,103.13,16.55,WALKING
5955,-4.6,103.13,16.55,WALKING
6028,-4.6,103.13,16.55,WALKING
6101,-4.6,103.13,16.55,WALKING
6173,-4.6,103.13,16.55,WALKING
6246,-4.6,103.13,16.55,WALKING
6319,-4.6,103.13,16.55,WALKING
6391,-4.6,103.13,16.55,WALKING
6464,-4.6,103.13,16.55,WALKING
6537,-4.6,103.13,16.55,WALKING
6610,-4.6,103.13,16.55,WALKING
6682,-4.6,103.13,16.55,WALKING
6755,-4.6,103.13,16.55,WALKING
6828,-4.6,103.13,16.55,WALKING
6900,-4.6,103.13,16.55,WALKING
6973,-4.6,103.13,16.55,WALKING
7046,-4.6,103.13,16.55,WALKING
7118,-4.6,103.13,16.55,WALKING
7191,-4.6,103.13,16.55,WALKING
7264,-4.6,103.13,16.55,WALKING
7337,-4.6,103.13,16.55,WALKING
7409,-4.6,103.13,16.55,WALKING
7482,-4.6,103.13,16.55,WALKING
